,Batter_Name,AB,R,H,D,Tr,HR,RBI,BB,SO,HBP,SB,SF,SH,PA,AVG,OBP,SLG,OPS
111,JESUS ALBERTO VEGA,7,0,3,1,0,0,1,0,1,0,0,0,0,7,0.429,0.429,0.714,1.143
112,JESUS ARREDONDO,20,1,7,1,0,0,4,3,5,0,0,1,0,24,0.350,0.417,0.450,0.867
113,JESUS CAPORAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
114,JESUS CASTILLO,20,1,5,1,0,1,2,5,7,0,0,0,0,25,0.250,0.400,0.550,0.950
115,JESUS FABELA,10,5,4,1,0,0,1,5,2,1,2,0,0,15,0.400,0.625,0.600,1.225
116,JESUS LOYA,14,5,4,0,0,0,1,4,2,0,1,1,1,20,0.286,0.421,0.286,0.707
117,JESUS MONTERO,28,3,6,0,0,1,3,1,9,0,0,0,0,29,0.214,0.241,0.357,0.598
118,JESUS RIVERA,13,2,7,2,0,0,6,1,0,0,0,1,0,15,0.538,0.533,0.846,1.379
119,JESUS VALDEZ,24,2,7,1,0,0,3,2,3,0,0,0,0,26,0.292,0.346,0.375,0.721
120,JON DEL CAMPO,18,3,4,0,0,0,1,3,4,0,1,0,2,23,0.222,0.333,0.222,0.555
121,JONATHAN ACEVES,20,3,7,2,0,1,2,3,5,1,0,0,0,23,0.350,0.458,0.750,1.208
122,JONATHAN ARMENTA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,2.000
123,JONATHAN JONES,21,1,8,3,1,0,3,3,5,0,0,0,1,25,0.381,0.458,0.810,1.268
124,JORGE CANTU,21,2,5,2,0,0,3,3,2,0,0,1,0,25,0.238,0.320,0.429,0.749
125,JORGE FLORES,24,7,8,0,0,0,1,2,4,0,0,0,0,26,0.333,0.385,0.333,0.718
126,JORGE GONZALEZ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
127,JOSE AGUILAR,13,2,2,0,0,0,3,2,5,0,1,1,1,17,0.154,0.250,0.154,0.404
128,JOSE AMADOR,25,3,12,2,0,1,6,2,3,2,0,0,0,27,0.480,0.552,0.800,1.352
129,JOSE AUGUSTO FIGUEROA,10,1,4,0,0,0,0,3,3,0,0,0,0,13,0.400,0.538,0.400,0.938
130,JOSE CARLOS URENA,8,0,1,0,0,0,0,1,2,0,0,0,0,9,0.125,0.222,0.125,0.347
131,JOSE CRUZ,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.000,0.000,0.000,0.000
132,JOSE HEBERTO FELIX,5,0,2,0,0,0,2,0,0,0,0,0,0,5,0.400,0.400,0.400,0.800
133,JOSE LUNA,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000
134,JOSE MANUEL OROZCO,24,1,5,0,0,1,5,3,5,0,0,0,0,27,0.208,0.296,0.375,0.671
135,JOSE MARTINEZ,13,0,1,0,0,0,0,1,5,0,0,0,0,14,0.077,0.143,0.077,0.220
136,JOSE RUIZ,25,1,2,0,0,0,1,2,8,0,0,0,0,27,0.080,0.148,0.080,0.228
137,JOSE VARGAS,13,2,4,0,0,2,3,0,3,1,0,0,0,13,0.308,0.357,0.923,1.280
138,JOSH RODRIGUEZ,12,0,3,1,0,0,1,1,3,0,0,0,0,13,0.250,0.308,0.417,0.725
139,JOSH ROMANSKI,19,2,2,1,0,1,1,4,5,0,0,0,0,23,0.105,0.261,0.421,0.682
140,JOVAN ROSA,27,3,8,2,0,0,4,1,6,1,0,0,0,28,0.296,0.345,0.444,0.789
141,JUAN APODACA,15,1,4,0,0,1,4,2,3,0,0,0,0,17,0.267,0.353,0.533,0.886
142,JUAN CARLOS GAMBOA,12,0,3,2,0,0,2,4,4,0,0,0,0,16,0.250,0.438,0.583,1.021
143,JUAN CARLOS GARCIA,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0.000,0.000,0.000,0.000
144,JUAN MACIAS,6,2,1,0,0,0,0,0,3,0,0,0,0,6,0.167,0.167,0.167,0.334
145,JUAN MARTINEZ,22,4,5,1,1,0,0,3,3,1,0,0,0,25,0.227,0.346,0.455,0.801
146,JUAN TORRES,21,1,4,0,0,0,0,3,3,0,0,0,0,24,0.190,0.292,0.190,0.482
147,JULIAN ORNELAS,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000
148,JUSTIN GREENE,26,5,6,0,0,2,2,1,3,0,5,0,0,27,0.231,0.259,0.538,0.797
149,KRISTIAN DELGADO,16,2,6,3,0,0,0,1,1,1,1,0,1,18,0.375,0.444,0.750,1.194
150,LEANDRO CASTRO,8,1,3,1,0,1,2,0,2,0,0,0,0,8,0.375,0.375,1.125,1.500
151,LEO GERMAN,16,2,3,0,0,0,1,0,7,0,2,0,0,16,0.188,0.188,0.188,0.376
152,LEO HERAS,14,1,4,1,1,0,2,4,4,0,0,0,2,20,0.286,0.444,0.643,1.087
153,LUIS ALFONSO CRUZ,16,2,4,0,1,2,6,0,3,0,0,1,0,17,0.250,0.235,0.938,1.173
154,LUIS ALFONSO GARCIA,17,4,4,0,0,0,4,3,3,1,0,0,0,20,0.235,0.381,0.235,0.616
155,LUIS FONSECA,13,1,1,0,0,0,0,0,6,0,0,0,0,13,0.077,0.077,0.077,0.154
156,LUIS JUAREZ,26,2,8,1,0,0,1,0,2,0,0,0,0,26,0.308,0.308,0.385,0.693
157,LUIS MAURICIO SUAREZ,24,4,10,3,1,1,4,2,5,0,0,0,0,26,0.417,0.462,0.958,1.420
158,LUIS MEDINA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
159,MANNY RODRIGUEZ,24,1,7,1,0,1,4,2,6,0,0,0,0,26,0.292,0.346,0.542,0.888
160,MARCO CHICUATE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
161,MARCO GUZMAN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
162,MATT CLARK,20,3,4,0,0,1,1,4,7,0,0,0,0,24,0.200,0.333,0.400,0.733
163,MAXWELL LEON,6,1,2,2,0,0,0,2,1,0,0,0,0,8,0.333,0.500,1.000,1.500
164,MICHAEL CROUSE,22,3,6,1,0,1,3,0,9,0,0,0,0,22,0.273,0.273,0.545,0.818
165,MICHAEL WING,26,4,8,2,0,1,8,1,7,0,0,1,0,28,0.308,0.321,0.615,0.936
166,MIGUEL TORRERO,12,2,4,0,1,0,4,0,0,0,0,0,0,12,0.333,0.333,0.583,0.916
167,NIKO VASQUEZ,23,5,9,2,0,1,2,4,3,1,0,0,0,27,0.391,0.500,0.739,1.239
168,OLMO ROSARIO,25,4,8,1,0,1,4,2,5,0,0,0,0,27,0.320,0.370,0.560,0.930
169,OMAR MEZA,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
170,OMAR RENTERIA,19,3,5,1,0,0,4,4,4,0,0,0,0,23,0.263,0.391,0.368,0.759
171,OSCAR SANAY,8,1,2,0,0,0,0,0,0,0,0,0,0,8,0.250,0.250,0.250,0.500
172,OSCAR WILLIAMS,4,0,1,0,0,0,1,0,0,0,0,0,0,4,0.250,0.250,0.250,0.500
173,PAUL LEON,20,2,7,0,0,0,1,5,5,0,0,0,0,25,0.350,0.480,0.350,0.830
174,PEDRO ARENAS,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.000,0.000,0.000,0.000
175,QUINCY LATIMORE,26,5,12,1,1,2,6,4,3,0,0,0,0,30,0.462,0.533,0.962,1.495
176,RAMIRO PENA,24,6,7,1,0,1,5,1,1,1,1,0,0,25,0.292,0.346,0.542,0.888
177,RAMON OSUNA,6,0,2,0,0,0,0,0,3,0,0,0,0,6,0.333,0.333,0.333,0.666
178,RAMON R RAMIREZ,12,1,1,0,0,0,0,2,6,0,0,0,1,15,0.083,0.214,0.083,0.297
179,RAMON RIOS,20,3,6,0,0,0,2,3,1,1,0,1,0,24,0.300,0.400,0.300,0.700
180,RAYMUNDO TORRES,12,2,6,1,1,0,3,1,2,0,1,0,0,13,0.500,0.538,0.917,1.455
181,REFUGIO CERVANTES,4,0,0,0,0,0,0,0,2,0,0,0,0,4,0.000,0.000,0.000,0.000
182,RICARDO NANITA,13,2,2,0,0,0,0,2,2,0,0,0,0,15,0.154,0.267,0.154,0.421
183,RICARDO SERRANO,23,2,4,1,0,0,5,1,5,0,0,1,0,25,0.174,0.200,0.261,0.461
184,RICARDO VALENZUELA,8,0,3,0,0,0,3,1,1,0,0,0,0,9,0.375,0.444,0.375,0.819
185,RICHY PEDROZA,20,4,7,0,0,1,4,3,3,0,0,2,0,25,0.350,0.400,0.550,0.950
186,RICKY ALVAREZ,25,5,9,2,0,2,6,0,4,0,2,2,0,27,0.360,0.333,0.840,1.173
187,RICKY RODRIGUEZ,20,4,9,1,0,1,7,3,9,1,0,1,0,24,0.450,0.520,0.750,1.270
188,ROBERTO LOPEZ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
189,RODOLFO AMADOR,20,1,5,0,0,0,0,1,1,2,0,0,0,21,0.250,0.348,0.250,0.598
190,ROGELIO DEL CAMPO,3,1,3,0,0,0,1,0,0,0,0,0,0,3,1.000,1.000,1.000,2.000
191,ROGELIO NORIS,4,0,0,0,0,0,0,0,2,0,0,0,0,4,0.000,0.000,0.000,0.000
192,ROLANDO ACOSTA,23,5,8,1,0,1,3,3,3,1,0,0,0,26,0.348,0.444,0.609,1.053
193,ROLANDO MARTINEZ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
194,RONNIER MUSTELIER,24,2,7,0,0,0,2,2,0,0,0,0,0,26,0.292,0.346,0.292,0.638
195,RUBEN RIVERA,6,1,2,0,0,0,0,0,1,0,0,0,0,6,0.333,0.333,0.333,0.666
196,RUBEN SOSA,25,2,8,4,0,1,7,4,6,0,2,2,1,32,0.320,0.387,0.800,1.187
197,RYLAN SANDOVAL,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0.000,0.000,0.000,0.000
198,SAMAR LEYVA,26,3,6,1,0,0,1,2,6,1,0,0,0,28,0.231,0.310,0.308,0.618
199,SAUL SOTO,18,5,5,3,0,0,1,4,1,0,0,0,0,22,0.278,0.409,0.611,1.020
200,SEBASTIAN VALLE,15,1,2,0,0,1,3,3,9,0,0,0,0,18,0.133,0.278,0.400,0.678
201,SERGIO BURRUEL,22,2,4,1,0,0,1,1,7,0,0,0,0,23,0.182,0.217,0.273,0.490
202,SERGIO CONTRERAS,7,4,1,0,0,0,1,4,0,0,0,0,0,11,0.143,0.455,0.143,0.598
203,SERGIO GARCIA,19,1,5,0,0,0,1,0,2,0,0,0,1,20,0.263,0.263,0.263,0.526
204,SERGIO PEREZ,4,0,3,1,0,0,3,0,0,0,0,0,0,4,0.750,0.750,1.250,2.000
205,STEVE CARRILLO,10,2,2,0,0,0,2,1,3,1,0,0,0,11,0.200,0.333,0.200,0.533
206,TONY CAMPANA,27,7,11,3,0,0,2,0,2,0,3,0,2,29,0.407,0.407,0.630,1.037
207,URIAK MARQUEZ,21,3,6,1,0,0,5,0,4,1,1,1,0,22,0.286,0.304,0.381,0.685
208,VICTOR MENDOZA,4,0,1,1,0,0,1,0,1,0,0,0,0,4,0.250,0.250,0.750,1.000
209,WALTER IBARRA,27,2,6,0,1,0,2,0,4,0,0,0,1,28,0.222,0.222,0.333,0.555
210,WILFREDO RODRIGUEZ,22,2,8,1,0,1,3,1,0,0,0,0,0,23,0.364,0.391,0.636,1.027
211,YADIR DRAKE,22,6,12,2,0,2,8,3,2,1,0,0,0,25,0.545,0.615,1.091,1.706
212,YANCARLO ANGULO,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,2.000
213,YORDANYS LINARES,21,5,7,2,0,0,0,4,2,0,3,0,0,25,0.333,0.440,0.524,0.964
214,YOSMANY GUERRA,22,5,7,1,2,0,2,5,4,1,0,0,0,27,0.318,0.464,0.682,1.146
215,YUNIESKY BETANCOURT,26,5,11,1,0,2,7,2,3,0,0,1,0,29,0.423,0.448,0.808,1.256
216,JOSE LUGO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
217,KEVIN FLORES,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,2.000
218,JIBRAN CASTRO,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000
219,RAINEL ROSARIO,4,0,1,0,0,0,0,0,2,0,0,0,0,4,0.250,0.250,0.250,0.500
220,JOE MUNOZ,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.000,0.000,0.000,0.000
221,HECTOR HERNANDEZ,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.000,0.000,0.000,0.000
222,JOSE MORENO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
223,MANUEL ORDUNO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000
